amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
112-1303223-2627416	112-1303223-2627416	2017-09-14T13:17:36+00:00	2017-09-14T22:25:33+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota 4runner With 3rd Row Seats (2010-2017) (Black)	D0120-FBA	B015JP0AYG	Shipped	1	USD	80.99								Villa rica	Ga	30180	US	
113-3223963-0213022	113-3223963-0213022	2017-09-14T13:00:50+00:00	2017-09-14T16:50:06+00:00	Shipped	Amazon	Amazon.com			NextDay	MAXTRAY Cargo Liner for Ford ESCAPE / Lincoln MKC (2013-2017) (Black)	D0115-FBA	B00E81GPZ6	Shipped	1	USD	80.99		16.99						LOUISVILLE	KENTUCKY	40214-3103	US	
114-5519176-9567449	114-5519176-9567449	2017-09-14T12:44:20+00:00	2017-09-17T02:27:15+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCab With Front Bench Seats (2015-2017) Complete Set (Black)	A0167/B0199-FBA	B014F5J79K	Shipped	1	USD	143.98								STERLING	VA	20164-1907	US	
111-1604134-4049818		2017-09-14T12:32:05+00:00	2017-09-14T18:15:10+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Nissan Pathfinder (2013-2017) / Infiniti JX35 and QX60 (2014-2017) Third Row (Black)	C0131	B011W1B5Y0	Shipped	1	USD	44.99		0.0		0.0				Marblehead	MA	01945	US	
113-1490167-0613825	113-1490167-0613825	2017-09-14T11:54:41+00:00	2017-09-14T21:12:29+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Chevrolet Equinox / GMC Terrain (2018) Complete Set (Black)	A0310/B0310-FBA	B073RMWSRX	Shipped	1	USD	143.98								ROCK PORT	MISSOURI	64482-8162	US	
111-6244483-8892255		2017-09-14T11:53:10+00:00	2017-09-15T19:31:32+00:00	Shipped	Merchant	Amazon.com			Standard	MAXTRAY All Weather Cargo Liner for Honda CR-V (2017) Lower Deck Position (Black)	D0251	B072K625NB	Shipped	1	USD	80.99		0.0		0.0				COLUMBUS	OH	43235-3917	US	
112-6088925-5246668	112-6088925-5246668	2017-09-14T11:39:53+00:00	2017-09-14T14:17:43+00:00	Cancelled	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Hyundai Tucson (2016-2017) Behind Second Row (Black)	D0206-FBA	B01E4HU3AG	Cancelled	0										BOWLING GREEN	KY	42101-5511	US	
113-4814732-3528261	113-4814732-3528261	2017-09-14T11:16:36+00:00	2017-09-14T17:43:15+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Nissan Rogue (2014-2017) Complete Set (Black)	A0151/B0151-FBA	B00HZOCC3C	Shipped	1	USD	143.98		9.58						Purmela	TX	76566	US	
113-4945755-2175422	113-4945755-2175422	2017-09-14T11:11:12+00:00	2017-09-15T08:17:23+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-250 / F-350 (2017) SuperCab With Front Bucket Seats 2 Row Set (Black)	A0246/B0172-P-FBA	B06Y12PM3Z	Shipped	1	USD	143.98								RONKONKOMA	NEW YORK	11779-6138	US	
113-7332186-5762655	113-7332186-5762655	2017-09-14T09:43:46+00:00	2017-09-14T22:24:58+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Tahoe / Suburban / Yukon / Denali and XL Models (2007-2014) Second Row (Black)	B0015-FBA	B00CMVEF7O	Shipped	1	USD	58.49		8.22						HOMER	NY	13077-9435	US	
112-2386304-1290622	112-2386304-1290622	2017-09-14T09:31:05+00:00	2017-09-17T04:08:28+00:00	Shipped	Amazon	Amazon.com			SecondDay	SMARTLINER Cargo Liner for Cadillac XT5 2017 (Black)	D0243-SML-FBA	B06XPNK5M7	Shipped	1	USD	74.99	5.25							MIAMI LAKES	FL	33016-1567	US	
114-4228965-4785067	114-4228965-4785067	2017-09-14T08:50:27+00:00	2017-09-19T08:46:48+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Ford Transit 150/250 /350 (2015-2017) One Piece Full First Row Coverage (Black)	A0241-FBA	B073RNBKR7	Shipped	1	USD	85.49								Honolulu	HI	96816	US	
114-0566647-3657052	114-0566647-3657052	2017-09-14T07:47:37+00:00	2017-09-14T21:28:54+00:00	Shipped	Amazon	Amazon.com			NextDay	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner (Behind Third Row) for Suburban / Yukon XL (2015-2017) Black	A0136/B0159/E0159-FBA	B010643GA0	Shipped	1	USD	242.97		27.99						MAYFIELD,	KY	42066-6565	US	
111-9913463-5021008	111-9913463-5021008	2017-09-14T07:35:14+00:00	2017-09-14T20:28:29+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Hyundai Sonata (2015-2017) / Kia Optima (2016-2017)	D0218-FBA	B01L26JQVE	Shipped	1	USD	80.99								PORTLAND	OR	97206-5401	US	
114-1539299-6605850	114-1539299-6605850	2017-09-14T06:18:24+00:00	2017-09-17T08:31:16+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Upper Deck Position for Honda CR-V (2017) (Black)	A0250/B0250/D0250-FBA	B071WWXNBQ	Shipped	1	USD	224.97		10.41					10.41	DUVALL	wa	98019	US	US Core Free Shipping
114-5157942-0901012	114-5157942-0901012	2017-09-14T05:53:13+00:00	2017-09-14T22:30:41+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Tacoma (2016-2017) First Row Set (Black)	A0207-FBA	B01E4HT71M	Shipped	1	USD	85.49								SAN LEANDRO	CA	94577-3110	US	
113-5365578-0356264	113-5365578-0356264	2017-09-14T05:35:32+00:00	2017-09-14T22:19:59+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Tahoe (2009-2014) / Yukon (2011-2014) With Second Row Bucket Seats Complete Set (Black)	A0015/B0160-FBA	B06XDCVC63	Shipped	1	USD	152.98								HAM LAKE	MN	55304-6746	US	
113-9148338-8476264	113-9148338-8476264	2017-09-14T05:27:02+00:00	2017-09-15T02:50:18+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Honda Ridgeline Crew Cab (2017) Complete Set (Black)	A0240/B0240-FBA	B072FVLGSD	Shipped	1	USD	152.98								PIEDMONT	OH	43983-9622	US	
112-3598615-2683417	112-3598615-2683417	2017-09-14T05:07:05+00:00	2017-09-14T19:24:34+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Nissan Rogue (2014-2017) Complete Set (Black)	A0151/B0151-FBA	B00HZOCC3C	Shipped	1	USD	143.98								PATCHOGUE	NY	11772-3356	US	
113-6228353-8597863	113-6228353-8597863	2017-09-14T05:06:29+00:00	2017-09-14T12:25:28+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota Highlander (Behind 2nd Row Seat) (2014-2017) (Black)	D0152-FBA	B00HYI2CGG	Shipped	1	USD	89.99								OCEANSIDE	CA	92058-7839	US	
113-2267187-2053008	113-2267187-2053008	2017-09-14T04:47:29+00:00	2017-09-14T23:23:06+00:00	Shipped	Amazon	Amazon.com			NextDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98		19.99						MISSOURI CITY	TX	77459-2244	US	
114-8826388-3977837	114-8826388-3977837	2017-09-14T04:01:33+00:00	2017-09-15T22:24:02+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner Behind Third Row for Chrysler Pacifica (2017) (Black)	A0232/B0232/C0232/E0232-FBA	B06ZZM2XFR	Shipped	1	USD	278.96								CARMEL	IN	46033-3328	US	
114-0731703-6536258	114-0731703-6536258	2017-09-14T03:57:42+00:00	2017-09-15T22:59:28+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Upper Deck Position for Honda CR-V (2017) (Black)	A0250/B0250/D0250-FBA	B071WWXNBQ	Shipped	1	USD	224.97								HONOLULU	HI	96816-2157	US	
114-2157192-4323455	114-2157192-4323455	2017-09-14T03:52:54+00:00	2017-09-15T07:42:51+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								Hartford	WI	53027-2752	US	
112-7904843-0265027	112-7904843-0265027	2017-09-14T03:16:00+00:00	2017-09-14T08:01:08+00:00	Cancelled	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats and MAXTRAY Cargo Liner for Lexus NX (2015-2017) Complete Set (Black)	A0168/B0168/D0168-FBA	B01HTYDCK4	Cancelled	0										DUARTE	CA	91010-2108	US	
114-3876154-0747442	114-3876154-0747442	2017-09-14T03:06:10+00:00	2017-09-14T20:46:57+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Nissan Rogue (2014-2017) Complete Set (Black)	A0151/B0151-FBA	B00HZOCC3C	Shipped	1	USD	143.98								SACRAMENTO	CA	95811-6714	US	
112-2439064-2663437	112-2439064-2663437	2017-09-14T02:58:42+00:00	2017-09-14T16:29:06+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (5-Passenger) (Black)	D0209-FBA	B01E4HU630	Shipped	1	USD	80.99								CATAULA	GA	31804-4456	US	
113-0822217-8069822		2017-09-14T02:52:30+00:00	2017-09-14T18:15:09+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Dodge Durango (2011-2017) Third Row (With 2nd Row Bucket Seats) Black	C0233	B01MTSX35G	Shipped	1	USD	53.99		0.0		0.0				WARRENTON	VA	20187-2432	US	
113-1753062-2756264		2017-09-14T01:56:58+00:00	2017-09-14T18:15:10+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Chevrolet Tahoe / GMC Yukon (2015-2017) Third Row (Black)	C0153	B00QX0LFUA	Shipped	1	USD	62.99		0.0		0.0				DEARBORN	MI	48124-1549	US	
112-4207163-1773841	112-4207163-1773841	2017-09-14T01:38:23+00:00	2017-09-15T02:16:40+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for Honda CR-V (2017) Without Optional Subwoofer -  Upper Deck Position (Black)	D0250-FBA	B071WWXX6C	Shipped	1	USD	80.99								LARUE	TX	75770	US	
114-8302238-1577035	114-8302238-1577035	2017-09-14T01:27:12+00:00	2017-09-14T06:43:14+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Dodge Grand Caravan / Chrysler Town & Country (2008-2017) (Bucket Seats Only) Second and Third Row (Black)	B0046-FBA	B013XJEVPY	Shipped	1	USD	76.49								ROCHESTER	NEW YORK	14606-5819	US	
113-8766262-8672239	113-8766262-8672239	2017-09-14T01:12:07+00:00	2017-09-14T18:12:33+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner for Honda Odyssey (2011-2017) (Grey)	A2103/B2103/D2103-XXX	B00VEITT22	Shipped	1	USD	242.97								EDISON	NJ	08820-2435	US	
113-6374765-8888243	113-6374765-8888243	2017-09-14T01:06:39+00:00	2017-09-14T09:19:11+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Honda Ridgeline Crew Cab (2017) Complete Set (Black)	A0240/B0240-FBA	B072FVLGSD	Shipped	1	USD	152.98								DORR	MI	49323-9300	US	
112-0744725-6814600	112-0744725-6814600	2017-09-14T01:05:11+00:00	2017-09-14T19:27:09+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								LORTON	VA	22079-1334	US	
112-6328059-5188206	112-6328059-5188206	2017-09-14T01:03:15+00:00	2017-09-15T07:19:49+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Focus (Sedan Only) (2012-2017) (Black)	D0122-FBA	B00G2K68GW	Shipped	1	USD	80.99								boyd	TX	76023	US	
113-5855869-5793808		2017-09-14T00:45:00+00:00	2017-09-14T18:15:11+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Lexus RX (2013-2015) Complete Set (Grey)	A2117/B2049	B00HYHYP7G	Shipped	1	USD	143.98		0.0		0.0				ENCINITAS	CA	92024-7920	US	
111-0494516-5856258	111-0494516-5856258	2017-09-14T00:42:35+00:00	2017-09-14T14:21:54+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Cadillac SRX (2010-2016) (Black)	D0087-FBA	B00CXW1TU8	Shipped	1	USD	80.99								Commack	New York	11725	US	
114-4595032-8680208	114-4595032-8680208	2017-09-14T00:40:26+00:00	2017-09-14T22:37:03+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Upper Deck Position for Honda CR-V (2017) (Black)	A0250/B0250/D0250-FBA	B071WWXNBQ	Shipped	1	USD	224.97								STILLWATER	OK	74074-1874	US	
112-9731979-8347449	112-9731979-8347449	2017-09-14T00:31:51+00:00	2017-09-15T07:21:57+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Kia Sorento 2016-2017 (7-Passenger) Behind Second Row (Black)	D0191-FBA	B014F6TNRU	Shipped	1	USD	80.99								DALLAS	TX	75228-3119	US	
114-0093986-8872215	114-0093986-8872215	2017-09-14T00:21:03+00:00	2017-09-14T18:05:26+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Highlander With Bucket Seats (2014-2017) (3 Row Set) (Black)	A0152/B0201-FBA	B01BX99Q1K	Shipped	1	USD	152.98								HALLETTSVILLE	TX	77964-2425	US	
113-1127054-3545068	113-1127054-3545068	2017-09-14T00:03:38+00:00	2017-09-14T18:07:17+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats and MAXTRAY Cargo Liner Behind 3rd Row for Pilot (2016-2017) Fits ELITE Only (3 Row Set) Black	A0200/B0200/C0219/E0200-AMZ	B01LZKVWNF	Shipped	1	USD	209.97								SYLVANIA	OH	43560-4332	US	
111-8471885-6320221		2017-09-13T23:42:17+00:00	2017-09-14T18:15:08+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Ford Explorer (Without Second Row Center Console) (2011-2017) Second Row (Black)	B0082	B0081BH49K	Shipped	1	USD	58.49		0.0		0.0				KEYPORT	NJ	07735-5327	US	
112-2361555-8023450		2017-09-13T23:38:08+00:00	2017-09-14T18:15:09+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Ford F-250 / F-350 / F-450 / F-550 (All Models) (1999-2007) First Row Set (Black)	A0176	B014F6FR6G	Shipped	1	USD	85.49		0.0		0.0				MONTEREY	TN	38574-7094	US	
113-7898737-8882619	113-7898737-8882619	2017-09-13T23:29:21+00:00	2017-09-14T09:56:30+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for Chevrolet Equinox / GMC Terrain (2018) (Black)	D0310-FBA	B072K68K2R	Shipped	1	USD	80.99								CATHEDRAL CITY	CALIFORNIA	92234-1591	US	
112-0867625-7862605	112-0867625-7862605	2017-09-13T23:28:54+00:00	2017-09-13T23:31:29+00:00	Cancelled	Amazon	Amazon.com			Standard	MAXLINER Custom Fit MAXFLOORMAT and MAXTRAY Cargo Liner for Select Nissan Pathfinder/Infiniti JX35 and QX60 Models - (Black) (3 Row Set Behind 3rd Row	A0131/B0131/C0131/E0131-FBA	B011W1B2OI	Cancelled	0										EDGEWATER	FLORIDA	32132-2411	US	
112-0867625-7862605	112-0867625-7862605	2017-09-13T23:28:54+00:00	2017-09-13T23:31:29+00:00	Cancelled	Amazon	Amazon.com			Standard	MAXLINER Custom Fit MAXFLOORMAT and MAXTRAY Cargo Liner for Select Nissan Pathfinder/Infiniti JX35 and QX60 Models - (Black) (3 Row Set Behind 3rd Row	A0131/B0131/C0131/E0131-FBA	B011W1B2OI	Cancelled	0										EDGEWATER	FLORIDA	32132-2411	US	
112-0743790-2907450	112-0743790-2907450	2017-09-13T23:10:56+00:00	2017-09-14T20:13:56+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Kia Sportage (2017) 2 Row Set (Black)	A0244/B0206-FBA	B06ZYGJZMT	Shipped	1	USD	143.98								BRIDGEPORT	WV	26330-1209	US	
111-3075825-6901835	111-3075825-6901835	2017-09-13T23:01:16+00:00	2017-09-14T18:08:15+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98		16.79					16.79	HEBRON	KY	41048-7347	US	US Core Free Shipping
112-7360402-7393008	112-7360402-7393008	2017-09-13T22:56:09+00:00	2017-09-14T09:09:46+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for Honda CR-V (2017) Without Optional Subwoofer -  Upper Deck Position (Black)	D0250-FBA	B071WWXX6C	Shipped	1	USD	80.99								BURKE	VA	22015-2246	US	
114-9046485-7206636	114-9046485-7206636	2017-09-13T22:54:07+00:00	2017-09-14T17:34:33+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								ARNOLD	MO	63010-3918	US	
113-8539428-3570648	113-8539428-3570648	2017-09-13T22:52:07+00:00	2017-09-19T00:25:19+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Toyota Tundra Crew Max (Coverage Under Second Row Seat) (2014-2017) Complete Set (Black)	A0108/B0155-FBA	B00VEIVBKK	Shipped	1	USD	161.98		7.21						PACOIMA	CA	91331-2816	US	
114-1020796-5840207	114-1020796-5840207	2017-09-13T22:43:45+00:00	2017-09-13T23:04:09+00:00	Cancelled	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (2 Row Set) and MAXTRAY Cargo Liner Upper Deck Position for Honda CR-V (2017) (Black)	A0250/B0250/D0250-FBA	B071WWXNBQ	Cancelled	0										WAILUKU	HI	96793-5601	US	
112-5932286-2179427	112-5932286-2179427	2017-09-13T22:34:14+00:00	2017-09-14T22:20:48+00:00	Shipped	Amazon	Amazon.com			SecondDay	SMARTLINER Cargo Liner for Ford Explorer 2011 2012 2013 2014 2015 2016 2017 (Behind Second Row Seat) Black	D0082-SML-FBA	B06XPP56C6	Shipped	1	USD	74.99								MURRELLS INLET	SC	29576-5112	US	
114-6506079-9465824	114-6506079-9465824	2017-09-13T22:24:30+00:00	2017-09-14T17:26:30+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Dodge Grand Caravan / Chrysler Town & Country (2008-2017) (Bucket Seats Only) (3 Row Set) (Grey)	A2046/B2046-FBA	B01BH8QKH0	Shipped	1	USD	161.98								DODGE CENTER	MN	55927-9123	US	
114-4281679-1170662	114-4281679-1170662	2017-09-13T22:20:31+00:00	2017-09-14T19:09:32+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Chevrolet Suburban / GMC Yukon XL (2015-2017) Bucket Seats Complete Set (Black)	A0136/B0159-FBA	B0106442P8	Shipped	1	USD	161.98		6.18						FORNEY	TX	75126-4071	US	
113-4946805-0904230	113-4946805-0904230	2017-09-13T22:14:27+00:00	2017-09-15T10:40:34+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner Behind Third Row for Chrysler Pacifica (2017) (Black)	A0232/B0232/C0232/E0232-FBA	B06ZZM2XFR	Shipped	1	USD	278.96								SAN JOSE	CA	95118-2808	US	
112-9887173-2417865	112-9887173-2417865	2017-09-13T22:08:32+00:00	2017-09-14T12:20:16+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Jeep Wrangler Unlimited (2015-2017) (Black)	D0194-FBA	B014F6TU6Y	Shipped	1	USD	80.99								North Dinwiddie	Virginia	23803	US	
113-7261135-6417807		2017-09-13T22:03:03+00:00	2017-09-14T18:15:06+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Kia Sedona (2015-2017) First Row (Black)	A0203	B01E4HT550	Shipped	1	USD	85.49		0.0		0.0				GARRETT	IN	46738-1549	US	
114-0357868-8231452	114-0357868-8231452	2017-09-13T22:01:30+00:00	2017-09-19T16:19:56+00:00	Shipped	Amazon	Amazon.com			Standard	MAXFLOORMAT Floor Mats (3 Row Set) and MAXTRAY Cargo Liner Behind Third Row for 2017 GMC Acadia Bucket Seats (Black)	A0230/B0230/E0230-FBA	B071YSVQ88	Shipped	1	USD	233.97		14.55					14.55	North Mankato	MN	56003	US	US Core Free Shipping
114-4889188-3539400	114-4889188-3539400	2017-09-13T21:47:26+00:00	2017-09-14T19:08:23+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford ESCAPE / Lincoln MKC (2013-2017) (Black)	D0115-FBA	B00E81GPZ6	Shipped	1	USD	80.99								CLEMENTON	NJ	08021-4634	US	
112-9989626-4749045	112-9989626-4749045	2017-09-13T21:42:26+00:00	2017-09-15T02:16:41+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford Edge (2015-2017) (Black)	D0192-FBA	B014F6E7YY	Shipped	1	USD	80.99								GRAY	TN	37615-4042	US	
113-8336402-5749828	113-8336402-5749828	2017-09-13T21:33:40+00:00	2017-09-14T10:16:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford Transit 150/250 /350 (2015-2017) One Piece Full First Row Coverage (Black)	A0241-FBA	B073RNBKR7	Shipped	1	USD	85.49								ERIE	CO	80516-6985	US	B2B Free Shipping
112-6675175-9181006	112-6675175-9181006	2017-09-13T21:09:15+00:00	2017-09-15T03:32:09+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY All Weather Cargo Liner for KIA Sportage (2017) (Black)	D0244-FBA	B06XD2VCYD	Shipped	1	USD	80.99								BRIDGEPORT	WV	26330-1209	US	
113-9569798-8764237		2017-09-13T20:51:47+00:00	2017-09-14T18:15:07+00:00	Shipped	Merchant	Amazon.com			Standard	MAXFLOORMAT Floor Mats for Cadillac SRX (2010-2016) First Row Set (Tan)	A1087	B0081BHA9Y	Shipped	1	USD	85.49		0.0		0.0				Holly	Mi	48442	US	
111-5796871-0441019	111-5796871-0441019	2017-09-13T20:43:45+00:00	2017-09-14T12:28:08+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								RICHMOND	VA	23235-1807	US	
114-5988995-5892259	114-5988995-5892259	2017-09-13T20:28:12+00:00	2017-09-14T20:05:31+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Ford ESCAPE / Lincoln MKC (2013-2017) (Black)	D0115-FBA	B00E81GPZ6	Shipped	1	USD	80.99								FORT COLLINS	CO	80526-5731	US	
111-4527099-3146636	111-4527099-3146636	2017-09-13T20:06:10+00:00	2017-09-14T10:30:32+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Toyota Sienna (Behind 3rd Row) (2011-2017) (Grey)	D2128-FBA	B00HYI2PJA	Shipped	1	USD	71.99								LEICESTER	NC	28748-9447	US	
114-0298828-5995470	114-0298828-5995470	2017-09-13T20:04:06+00:00	2017-09-14T22:22:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								SURPRISE	AZ	85388-7532	US	
112-2349782-5968216	112-2349782-5968216	2017-09-13T19:49:25+00:00	2017-09-14T13:03:25+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Lexus NX200t/NX300h (2015-2017) (Black)	D0168-FBA	B00U8ZZUJS	Shipped	1	USD	80.99								WARWICK	NY	10990-1428	US	
113-2343347-9108210	113-2343347-9108210	2017-09-13T19:47:32+00:00	2017-09-14T18:31:38+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Tahoe / Yukon / Escalade (2015-2017) (Behind Second Row) Cargo Liner (Black)	D0153-FBA	B00OQSWNHK	Shipped	1	USD	89.99								GLENDALE	ARIZONA	85308-6241	US	
111-9467922-2789063	111-9467922-2789063	2017-09-13T19:43:04+00:00	2017-09-14T07:21:30+00:00	Shipped	Amazon	Amazon.com			SecondDay	SMARTLINER Cargo Liner for Honda HR-V (2016-2017) (Black)	D0193-SML-FBA	B06XPPD5VX	Shipped	1	USD	69.99								ALMA	AR	72921-7772	US	
111-7585949-4021013	111-7585949-4021013	2017-09-13T19:39:45+00:00	2017-09-14T23:05:56+00:00	Shipped	Amazon	Amazon.com			Standard	MAXTRAY All Weather Cargo Liner for Kia Niro (2017) (Black)	D0264-FBA	B071GCQSG8	Shipped	1	USD	80.99								APO	AP	96542	US	US Core Free Shipping
112-9213480-2418620	112-9213480-2418620	2017-09-13T19:37:24+00:00	2017-09-14T21:45:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Toyota Tundra Crew Max (Coverage Under Second Row Seat) (2014-2017) Complete Set (Black)	A0108/B0155-FBA	B00VEIVBKK	Shipped	1	USD	161.98								TAFT	TX	78390-8093	US	
111-5862080-2944222	111-5862080-2944222	2017-09-13T19:27:16+00:00	2017-09-14T02:37:25+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXTRAY Cargo Liner for Armada (2017) / QX56 (2011-2013) / QX80 (2014-2017) Behind Second Row (Black)	D0242-FBA	B06ZXWKZL4	Shipped	1	USD	89.99								Port oconnor	Tx	77982	US	
111-4164353-0958628	111-4164353-0958628	2017-09-13T19:25:43+00:00	2017-09-14T07:51:43+00:00	Shipped	Amazon	Amazon.com			SecondDay	MAXFLOORMAT Floor Mats for Ford F-150 SuperCrew With Front Bucket Seats (2015-2017) Complete Set (Black)	A0167/B0167-FBA	B014F5ISHC	Shipped	1	USD	152.98								NIAGARA FALLS	NY	14301-1931	US	
